title,artist,genre,mood,energy,tempo_bpm,valence,danceability,acousticness,loudness,liveness,speechiness,instrumentalness,track_popularity
Still into You,Paramore,punk,happy,0.923,136.01,0.765,0.602,0.0098,-3.763,0.0561,0.044,0.0,78
Say My Name,Destiny's Child,blues,happy,0.678,138.009,0.734,0.713,0.273,-3.525,0.149,0.102,0.0,78
Beautiful Girls,Sean Kingston,blues,happy,0.661,130.009,0.769,0.762,0.15,-6.075,0.256,0.0687,0.0,78
Sweet Home Alabama,Lynyrd Skynyrd,rock,happy,0.606,97.785,0.886,0.596,0.181,-12.145,0.0863,0.0255,0.000327,78
Pa' Que Retozen,Tego Calderón,latin,happy,0.856,91.995,0.872,0.815,0.4,-3.825,0.244,0.122,8.34e-05,78
Ela Joga na Hora,"Mc Pogba, DJ Guih Da ZO",brazilian,happy,0.669,130.05,0.843,0.949,0.36,-3.922,0.169,0.222,0.000592,78
THE BOX MEDLEY FUNK 2,"THE BOX, Mc Brinquedo, MC Cebezinho, MC Tuto, Mc Laranjinha, DJ Oreia",brazilian,happy,0.687,117.008,0.839,0.778,0.578,-8.568,0.356,0.105,0.0105,78
It Was A Good Day,Ice Cube,hip-hop,happy,0.744,82.356,0.794,0.798,0.33,-5.328,0.292,0.136,0.000106,78
Redbone,Childish Gambino,hip-hop,chill,0.354,160.037,0.583,0.741,0.181,-10.603,0.118,0.0837,0.00577,78
Anchor,Novo Amor,ambient,sad,0.407,117.053,0.126,0.457,0.805,-11.475,0.126,0.0308,0.884,78
Margaret (feat. Bleachers),"Lana Del Rey, Bleachers",ambient,sad,0.245,103.777,0.192,0.34,0.969,-13.352,0.0633,0.0319,0.0992,78
500lbs,Lil Tecca,hip-hop,happy,0.779,123.013,0.53,0.724,0.098,-5.412,0.127,0.0807,0.0,78
Devuélveme a mi chica,Hombres G,rock,intense,0.936,172.547,0.39,0.594,0.0224,-4.722,0.191,0.0944,0.000351,78
Too Sweet,Hozier,pop,happy,0.62,117.038,0.934,0.741,0.0295,-5.505,0.0398,0.0412,0.000809,77
I Love Rock 'N Roll,Joan Jett & the Blackhearts,rock,happy,0.716,94.379,0.901,0.535,0.326,-5.025,0.659,0.0431,0.0,77
Even Flow,Pearl Jam,rock,intense,0.944,105.338,0.265,0.394,0.00178,-6.506,0.298,0.0761,4.54e-06,77
1979 - Remastered 2012,The Smashing Pumpkins,rock,happy,0.787,126.879,0.964,0.767,0.0163,-9.897,0.0513,0.0331,0.583,77
Roxanne,The Police,rock,happy,0.748,134.114,0.663,0.618,0.0384,-8.905,0.0473,0.358,4.1e-06,77
LIL DEMON,Future,hip-hop,intense,0.754,131.001,0.301,0.863,0.00125,-5.851,0.0913,0.0611,0.0,77
Or What,"NLE Choppa, 41, Kyle Richh",hip-hop,intense,0.586,125.845,0.147,0.731,0.116,-7.564,0.0987,0.172,0.0,77
Love Sosa,Chief Keef,hip-hop,sad,0.413,131.964,0.211,0.772,0.0361,-8.194,0.111,0.0891,0.0,77
Pure Cocaine,Lil Baby,hip-hop,sad,0.487,127.05,0.108,0.964,0.00127,-6.071,0.115,0.421,6.07e-06,77
PUFFIN ON ZOOTIEZ,Future,hip-hop,intense,0.657,124.992,0.284,0.883,0.0603,-5.748,0.128,0.305,0.0,77
Piece of My Heart (feat. Brent Faiyaz),"Wizkid, Brent Faiyaz",afrobeats,happy,0.648,93.2,0.746,0.737,0.252,-5.493,0.105,0.138,6.92e-06,77
NO PIERDO LA VIDA,"Calle 24, Chuyin",latin,happy,0.824,124.997,0.793,0.747,0.184,-4.353,0.282,0.0348,0.0,77
noviogangsta <3,Emilia,latin,happy,0.872,128.924,0.94,0.816,0.25,-4.27,0.254,0.0442,3.7e-06,77
The Adults Are Talking,The Strokes,rock,happy,0.749,164.959,0.649,0.593,0.0113,-5.67,0.314,0.0475,0.106,77
3 Nights,Dominic Fike,rock,happy,0.518,151.891,0.877,0.815,0.223,-6.594,0.104,0.0897,0.0,77
This Charming Man - 2011 Remaster,The Smiths,rock,happy,0.846,103.912,0.751,0.611,0.00509,-5.9,0.0784,0.0436,0.0,77
Forever Yours,Brent Faiyaz,r&b,happy,0.503,137.007,0.789,0.646,0.00426,-7.472,0.652,0.0312,0.000279,77
Love Galore (feat. Travis Scott),"SZA, Travis Scott",r&b,intense,0.594,135.002,0.409,0.795,0.112,-6.2,0.162,0.0748,0.0,77
Miss Independent,Ne-Yo,r&b,happy,0.681,171.864,0.707,0.673,0.52,-5.693,0.235,0.118,0.0,77
Dilemma,"Nelly, Kelly Rowland",r&b,happy,0.552,168.19,0.607,0.727,0.226,-8.074,0.198,0.14,0.00016,77
Language,"Paperboy Fabe, Brent Faiyaz",r&b,happy,0.721,169.904,0.77,0.62,0.0422,-5.538,0.563,0.0887,0.0075,77
Wild Ones (feat. Sia),"Flo Rida, Sia",electronic,intense,0.86,127.075,0.437,0.608,0.0991,-5.324,0.262,0.0554,0.0,77
Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],"Daft Punk, Pharrell Williams, Nile Rodgers",electronic,happy,0.811,116.047,0.862,0.794,0.0426,-8.966,0.101,0.038,1.07e-06,77
More Than You Know,Axwell /\ Ingrosso,electronic,happy,0.741,123.077,0.571,0.646,0.0275,-4.973,0.312,0.034,0.0,77
In the Name of Love,"Martin Garrix, Bebe Rexha",electronic,intense,0.519,133.99,0.168,0.501,0.109,-5.88,0.454,0.0409,0.0,77
This Is What You Came For,"Calvin Harris, Rihanna",electronic,intense,0.927,123.962,0.465,0.631,0.199,-2.787,0.148,0.0332,0.119,77
Push Up - Main Edit,Creeds,gaming,intense,0.83,75.023,0.187,0.767,0.209,-8.78,0.0582,0.206,0.836,77
Strangers,Kenya Grace,gaming,intense,0.523,169.982,0.416,0.628,0.701,-8.307,0.219,0.0946,0.00274,77
BACKBONE,"Chase & Status, Stormzy",gaming,happy,0.934,88.009,0.637,0.777,0.285,-0.959,0.275,0.254,3.86e-05,77
FUNKED UP - SLOWED,"xxanteria, isq",gaming,happy,0.927,109.952,0.702,0.755,0.00288,0.254,0.0567,0.0645,0.925,77
Montagem Mysterious Game,LXNGVX,gaming,intense,0.64,130.051,0.222,0.537,0.146,-10.441,0.157,0.104,0.878,77
TUCA DONKA,"CURSEDEVIL, DJ FKU, Skorde",gaming,happy,0.963,130.028,0.502,0.817,0.0683,-3.318,0.312,0.0353,0.767,77
Paint The Town Red,Doja Cat,gaming,happy,0.556,99.974,0.726,0.864,0.255,-7.683,0.112,0.194,3.85e-06,77
MONTAGEM - PR FUNK,"S3BZS, Mc Gw, Mc Menor Do Alvorada",gaming,happy,0.803,130.028,0.795,0.877,0.734,-3.195,0.087,0.0507,0.056,77
Doja,Central Cee,gaming,happy,0.573,140.04,0.972,0.911,0.38,-7.43,0.403,0.288,0.0,77
Somebody (2024),"Gotye, FISHER, Chris Lake, Kimbra, Sante Sansone",gaming,happy,0.629,130.017,0.586,0.848,0.016,-6.198,0.049,0.0424,0.18,77
ライラック,Mrs. GREEN APPLE,j-pop,happy,0.794,149.923,0.775,0.531,0.0176,-4.363,0.082,0.0964,0.0,77
Freak On a Leash,Korn,metal,happy,0.898,103.299,0.525,0.353,2.23e-05,-5.877,0.39,0.052,0.105,77
Dragula,Rob Zombie,metal,happy,0.963,125.033,0.586,0.59,8.75e-05,-6.489,0.0781,0.0676,0.000105,77
My Own Summer (Shove It),Deftones,metal,intense,0.781,71.841,0.372,0.443,1.33e-05,-4.277,0.166,0.0377,0.205,77
Lemonade (feat. NAV),"Internet Money, Gunna, Don Toliver, NAV",arabic,intense,0.658,140.042,0.462,0.8,0.25,-6.142,0.111,0.079,0.0,77
Freestyle,Lil Baby,arabic,intense,0.516,119.996,0.255,0.877,0.215,-5.426,0.143,0.0706,0.0,77
Lean Wit Me,Juice WRLD,arabic,intense,0.651,163.935,0.237,0.665,0.0414,-5.515,0.0896,0.156,0.0,77
Easy On Me,Adele,pop,sad,0.366,141.981,0.13,0.604,0.578,-7.519,0.133,0.0282,0.0,77
Unstoppable,Sia,pop,intense,0.779,173.799,0.26,0.468,0.112,-4.839,0.101,0.0779,0.000373,77
Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers",pop,happy,0.738,119.976,0.637,0.721,0.00226,-4.77,0.118,0.0403,4.41e-06,77
Best Day Of My Life,American Authors,pop,happy,0.902,100.012,0.536,0.673,0.0591,-2.392,0.0558,0.0346,0.000227,77
Lady - Hear Me Tonight,Modjo,pop,happy,0.808,126.041,0.869,0.72,0.00793,-5.627,0.0634,0.0379,0.0293,77
All That She Wants,Ace of Base,pop,happy,0.625,93.764,0.858,0.798,0.00547,-9.689,0.103,0.0548,7.98e-05,77
Levels - Radio Edit,Avicii,pop,intense,0.889,126.04,0.464,0.584,0.0462,-5.941,0.309,0.0343,0.828,77
Billie Jean,Michael Jackson,pop,happy,0.654,117.046,0.847,0.92,0.0236,-3.051,0.036,0.0401,0.0153,77
Feel This Moment (feat. Christina Aguilera),"Pitbull, Christina Aguilera",pop,happy,0.758,135.956,0.542,0.673,0.039,-3.632,0.341,0.158,0.0,77
Crazy In Love (feat. Jay-Z),"Beyoncé, JAY-Z",pop,happy,0.77,99.165,0.681,0.646,0.00249,-6.596,0.0715,0.226,0.0,77
International Love (feat. Chris Brown),"Pitbull, Chris Brown",pop,happy,0.855,120.05,0.648,0.67,0.0124,-3.035,0.335,0.0499,0.0,77
Like a Stone,Audioslave,rock,happy,0.568,107.849,0.516,0.614,0.00797,-5.477,0.0997,0.0276,0.0,77
Snow (Hey Oh),Red Hot Chili Peppers,rock,happy,0.9,104.655,0.599,0.427,0.116,-3.674,0.119,0.0499,1.75e-05,77
Dani California,Red Hot Chili Peppers,rock,happy,0.913,96.184,0.73,0.556,0.0193,-2.36,0.346,0.0437,8.59e-06,77
Sk8er Boi,Avril Lavigne,punk,intense,0.9,149.937,0.484,0.487,6.79e-05,-4.417,0.358,0.0482,0.0,77
Wake Me up When September Ends,Green Day,punk,intense,0.814,104.98,0.146,0.546,0.023,-5.146,0.0972,0.0314,0.0,77
Thnks fr th Mmrs,Fall Out Boy,punk,happy,0.892,154.844,0.59,0.46,0.0051,-5.046,0.106,0.0619,0.0,77
What's My Age Again?,blink-182,punk,intense,0.951,157.663,0.468,0.391,0.012,-7.419,0.0878,0.0688,0.000446,77
"It Must Have Been Love - From the Film ""Pretty Woman""",Roxette,blues,happy,0.652,80.61,0.722,0.52,0.339,-6.655,0.256,0.0274,6.14e-05,77
Down,"Jay Sean, Lil Wayne",blues,happy,0.68,132.012,0.728,0.727,0.0101,-4.498,0.0821,0.0286,0.0,77
Another Day in Paradise - 2016 Remaster,Phil Collins,blues,intense,0.565,101.967,0.365,0.78,0.736,-7.32,0.063,0.0306,0.00269,77
anything,Adrianne Lenker,folk,chill,0.291,83.943,0.51,0.388,0.774,-12.952,0.0874,0.0421,1.93e-05,77
Work Song,Hozier,folk,sad,0.363,121.412,0.259,0.531,0.749,-7.672,0.112,0.0608,0.0,77
It's Not Right But It's Okay,Mr. Belt & Wezol,electronic,happy,0.86,128.004,0.618,0.755,0.0144,-4.811,0.344,0.0523,7.47e-06,77
Never Going Home Tonight (feat. Madison Love),"David Guetta, Alesso, Madison Love",electronic,intense,0.813,125.91,0.355,0.513,0.28,-2.744,0.258,0.0335,0.0,77
Belly Dancer,"Imanbek, BYOR",electronic,intense,0.797,121.985,0.422,0.845,0.0582,-4.984,0.167,0.139,5.57e-06,77
Forever Young,"David Guetta, Alphaville, Ava Max",electronic,intense,0.655,129.89,0.39,0.558,0.208,-5.476,0.0854,0.0379,0.0,77
ADIVINO,"Myke Towers, Bad Bunny",latin,happy,0.854,117.994,0.522,0.786,0.169,-2.4,0.106,0.0741,2.39e-05,77
MONACO,Bad Bunny,latin,intense,0.621,139.056,0.13,0.787,0.15,-5.009,0.58,0.068,0.000402,77
MTG QUEM NÃO QUER SOU EU,"DJ TOPO, Seu Jorge, Mc Leozin, MC G15",brazilian,sad,0.427,80.492,0.443,0.492,0.364,-6.37,0.53,0.372,0.00482,77
a lot,21 Savage,hip-hop,intense,0.636,145.972,0.274,0.837,0.0395,-7.643,0.342,0.086,0.00125,77
Teenage Fever,Drake,hip-hop,sad,0.283,97.04,0.144,0.766,0.111,-10.33,0.115,0.0846,0.0172,77
Lights Are On,Tom Rosenthal,ambient,sad,0.04,135.965,0.249,0.44,0.981,-16.887,0.111,0.0322,0.465,77
Wow.,Post Malone,hip-hop,intense,0.538,99.952,0.389,0.829,0.137,-7.359,0.103,0.212,1.88e-06,77
16,Baby Keem,hip-hop,happy,0.782,94.03,0.57,0.701,0.0918,-4.987,0.124,0.138,2.31e-06,77
Chachachá,Jósean Log,world,sad,0.321,110.827,0.416,0.68,0.791,-10.944,0.125,0.0376,4.67e-06,77
Es Por Ti,Juanes,rock,happy,0.758,129.944,0.858,0.696,0.172,-6.077,0.189,0.0263,3.09e-05,77
Mientes,Camila,rock,intense,0.592,170.391,0.31,0.332,0.0824,-6.127,0.109,0.0371,0.0,77
Lamento Boliviano,Los Enanitos Verdes,rock,happy,0.735,123.57,0.68,0.714,0.176,-7.125,0.115,0.0306,0.000622,77
Dernière danse,Indila,electronic,sad,0.449,114.924,0.327,0.669,0.184,-7.658,0.0729,0.049,0.0,77
Come As You Are,Nirvana,rock,happy,0.824,120.125,0.539,0.5,0.00016,-5.846,0.0916,0.0388,0.00161,76
(I Can't Get No) Satisfaction - Mono Version,The Rolling Stones,rock,happy,0.863,136.302,0.931,0.723,0.0383,-7.89,0.128,0.0338,0.0317,76
Starman - 2012 Remaster,David Bowie,rock,chill,0.449,100.456,0.549,0.486,0.166,-10.298,0.54,0.0267,2.23e-06,76
In The Air Tonight - 2015 Remastered,Phil Collins,rock,sad,0.239,189.507,0.298,0.446,0.551,-13.945,0.0697,0.0316,4.1e-06,76
Psycho Killer - 2005 Remaster,Talking Heads,rock,happy,0.521,123.118,0.942,0.721,0.0708,-8.123,0.127,0.0613,0.00545,76
Smells Like Teen Spirit,Nirvana,rock,happy,0.912,116.761,0.72,0.502,2.55e-05,-4.556,0.106,0.0564,0.000173,76
Where Is My Mind? - 2007 Remaster,Pixies,rock,sad,0.441,81.334,0.25,0.519,0.0204,-14.178,0.076,0.0353,0.000453,76
For What It's Worth,Buffalo Springfield,rock,happy,0.519,98.883,0.822,0.653,0.406,-10.164,0.101,0.0497,0.0209,76
Black Hole Sun,Soundgarden,rock,intense,0.828,105.435,0.147,0.35,0.000217,-5.373,0.0774,0.041,0.000161,76
Mr. Blue Sky,Electric Light Orchestra,rock,sad,0.338,177.765,0.478,0.388,0.652,-10.054,0.248,0.0329,3.73e-06,76
HIM ALL ALONG,Gunna,hip-hop,happy,0.507,130.007,0.506,0.872,0.195,-6.323,0.111,0.072,0.0,76
Chill Bae,Lil Uzi Vert,hip-hop,intense,0.663,184.057,0.381,0.672,0.112,-5.984,0.134,0.243,0.0,76
It's Up (feat. Young Thug & 21 Savage),"Drake, Young Thug, 21 Savage",hip-hop,intense,0.723,139.942,0.294,0.783,0.0264,-4.881,0.159,0.135,0.0,76
25,Rod Wave,hip-hop,intense,0.5,63.925,0.269,0.427,0.286,-8.269,0.127,0.141,0.0,76
Dior,Pop Smoke,hip-hop,happy,0.805,142.096,0.649,0.548,0.212,-5.732,0.408,0.351,0.000405,76
Awuke,"Davido, YG Marley",afrobeats,happy,0.792,113.981,0.903,0.749,0.308,-4.621,0.0712,0.0402,1.63e-05,76
Imagínate,"Danny Ocean, Kapo",latin,intense,0.737,101.923,0.445,0.779,0.134,-4.667,0.0974,0.109,0.0,76
DURO,Quevedo,latin,happy,0.719,104.033,0.701,0.707,0.223,-4.963,0.371,0.0395,2e-06,76
Oysters In My Pocket,Royel Otis,rock,happy,0.924,168.017,0.611,0.598,0.0205,-4.974,0.17,0.0623,0.799,76
Fluorescent Adolescent,Arctic Monkeys,rock,happy,0.828,112.056,0.79,0.654,0.00146,-5.377,0.122,0.0281,0.000144,76
Fallin',Alicia Keys,r&b,intense,0.609,95.986,0.482,0.652,0.263,-7.519,0.233,0.037,0.00101,76
No One,Alicia Keys,r&b,intense,0.552,90.098,0.152,0.641,0.027,-5.423,0.148,0.0283,4.63e-06,76
Hey Daddy (Daddy's Home),USHER,r&b,intense,0.698,95.975,0.352,0.59,0.000176,-4.262,0.107,0.0286,0.0,76
Sativa,"Jhené Aiko, Swae Lee",r&b,happy,0.61,125.99,0.72,0.741,0.316,-7.34,0.534,0.0511,0.0,76
ALL MINE,Brent Faiyaz,r&b,sad,0.378,141.967,0.22,0.617,0.428,-8.54,0.11,0.0315,9.16e-05,76
This Girl (Kungs Vs. Cookin' On 3 Burners),"Kungs, Cookin' On 3 Burners",electronic,intense,0.717,121.985,0.466,0.793,0.0927,-4.759,0.226,0.0393,3.6e-05,76
Scream & Shout,"will.i.am, Britney Spears",electronic,happy,0.685,130.039,0.501,0.772,0.019,-6.849,0.131,0.0696,8.96e-05,76
Club Can't Handle Me (feat. David Guetta),"Flo Rida, David Guetta",electronic,intense,0.869,127.966,0.473,0.616,0.0283,-3.911,0.064,0.0327,0.0,76
Under Control (feat. Hurts),"Calvin Harris, Alesso, Hurts",electronic,happy,0.915,126.094,0.51,0.544,0.129,-3.405,0.115,0.0841,0.000914,76
Whatever,"Kygo, Ava Max",gaming,happy,0.777,108.005,0.589,0.58,0.104,-5.69,0.342,0.0655,0.0,76
ONE CALL,Rich Amiri,gaming,intense,0.539,158.105,0.253,0.65,0.00617,-7.281,0.114,0.0561,2.67e-05,76
IDGAF (feat. Yeat),"Drake, Yeat",gaming,intense,0.672,136.902,0.14,0.673,0.0466,-8.577,0.193,0.224,0.000284,76
Deep Down (feat. Never Dull),"Alok, Ella Eyre, Kenny Dope, Never Dull",gaming,happy,0.818,125.952,0.886,0.687,0.0112,-4.221,0.248,0.0778,0.0,76
Agora Hills,Doja Cat,gaming,intense,0.687,123.01,0.381,0.755,0.183,-6.247,0.125,0.101,0.000177,76
CUTE DEPRESSED,Dyan Dxddy,gaming,happy,0.919,151.221,0.848,0.83,0.503,-2.12,0.0757,0.145,0.748,76
"Nuthin' But A ""G"" Thang","Dr. Dre, Snoop Dogg",hip-hop,happy,0.821,94.895,0.684,0.669,0.00182,-4.37,0.147,0.29,0.0,76
Start Me Up - Remastered 2009,The Rolling Stones,rock,happy,0.932,122.431,0.971,0.631,0.0429,-4.142,0.0918,0.0354,0.137,76
Fuera del mercado,Danny Ocean,latin,intense,0.673,92.06,0.266,0.453,0.32,-5.649,0.131,0.144,0.0,76
Un Coco,Bad Bunny,latin,happy,0.69,151.991,0.744,0.839,0.207,-4.464,0.176,0.0615,8.33e-06,76
Wishing Well,Juice WRLD,arabic,intense,0.613,149.972,0.0804,0.65,0.00336,-6.13,0.267,0.128,0.0,76
The Middle,"Zedd, Maren Morris, Grey",pop,intense,0.657,107.01,0.437,0.753,0.171,-3.061,0.112,0.0449,0.0,76
Lose You To Love Me,Selena Gomez,pop,sad,0.342,102.819,0.0993,0.516,0.55,-8.985,0.21,0.0425,0.0,76
Nothing Breaks Like a Heart (feat. Miley Cyrus),"Mark Ronson, Miley Cyrus",pop,intense,0.794,114.066,0.244,0.601,0.00987,-5.844,0.418,0.0671,1.36e-06,76
Last Night,Morgan Wallen,pop,intense,0.673,203.812,0.488,0.492,0.413,-5.431,0.137,0.0347,0.0,76
Royals,Lorde,pop,sad,0.426,84.876,0.337,0.674,0.12,-9.504,0.132,0.122,0.0,76
Can't Hold Us (feat. Ray Dalton),"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",pop,happy,0.922,146.078,0.847,0.641,0.0291,-4.457,0.0862,0.0786,0.0,76
Starships,Nicki Minaj,pop,happy,0.716,125.006,0.751,0.747,0.135,-2.457,0.251,0.0751,0.0,76
No Diggity,"Blackstreet, Dr. Dre, Queen Pen",pop,happy,0.646,88.634,0.67,0.867,0.303,-4.674,0.279,0.288,0.0,76
Walking On Sunshine,Katrina & The Waves,pop,happy,0.87,109.901,0.944,0.597,0.0119,-11.97,0.0678,0.0371,0.166,76
Mamma Mia,ABBA,pop,happy,0.748,137.547,0.827,0.749,0.295,-7.011,0.469,0.0323,0.000443,76
Don't You Want Me,The Human League,pop,happy,0.738,117.656,0.958,0.731,0.184,-8.125,0.214,0.0377,0.0,76
"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,pop,happy,0.83,113.03,0.702,0.666,0.0123,-5.715,0.191,0.0751,0.0,76
Boogie Wonderland,"Earth, Wind & Fire, The Emotions",pop,happy,0.756,131.715,0.963,0.802,0.0843,-10.791,0.0521,0.0349,0.00765,76
Con Calma,"Daddy Yankee, Snow",pop,happy,0.86,93.989,0.656,0.737,0.11,-2.652,0.0574,0.0593,1.94e-06,76
Glad You Came,The Wanted,pop,intense,0.851,126.885,0.452,0.722,0.0319,-3.873,0.108,0.0639,0.0,76
Lean On (feat. MØ & DJ Snake),"Major Lazer, MØ, DJ Snake",pop,intense,0.809,98.007,0.274,0.723,0.00346,-3.081,0.565,0.0625,0.00123,76
Good Feeling,Flo Rida,pop,happy,0.89,128.011,0.684,0.706,0.0588,-4.444,0.306,0.0688,0.00286,76
Tip Toe,HYBS,pop,chill,0.486,163.9,0.792,0.687,0.587,-8.673,0.115,0.0579,0.126,76
BURN IT DOWN,Linkin Park,rock,happy,0.972,110.006,0.585,0.585,0.0143,-4.45,0.0707,0.0534,0.0,76
Ain't No Rest for the Wicked,Cage The Elephant,rock,happy,0.849,156.036,0.917,0.636,0.0438,-7.075,0.372,0.106,0.0,76
Use Somebody,Kings of Leon,rock,intense,0.715,137.028,0.173,0.276,0.00552,-5.356,0.201,0.0432,0.000417,76
Helena,My Chemical Romance,punk,intense,0.96,125.921,0.0857,0.356,0.0142,-3.487,0.209,0.104,0.0,76
"Sugar, We're Goin Down",Fall Out Boy,punk,happy,0.842,162.011,0.574,0.494,0.00579,-4.784,0.122,0.0843,0.0,76
Big Black Car,Gregory Alan Isakov,folk,sad,0.186,110.044,0.468,0.6,0.909,-15.926,0.104,0.0317,0.00102,76
A Horse with No Name,"America, George Martin",folk,happy,0.507,123.188,0.831,0.653,0.687,-17.18,0.155,0.0534,0.0147,76
Ferrari,"James Hype, Miggy Dela Rosa",electronic,happy,0.69,125.004,0.692,0.847,0.0127,-7.877,0.0526,0.0493,6e-05,76
Tarot,"Bad Bunny, JHAYCO",latin,intense,0.684,114.011,0.419,0.795,0.0225,-3.971,0.658,0.0419,0.0,76
Pepas,Farruko,latin,intense,0.766,130.001,0.442,0.762,0.00776,-3.955,0.128,0.0343,6.98e-05,76
APAGA EL CEL,"FloyyMenor, Lewis Somes",latin,sad,0.496,100.025,0.476,0.696,0.273,-7.532,0.0626,0.0365,0.000397,76
TU TA RICA,"FloyyMenor, Lewis Somes",latin,happy,0.507,99.994,0.606,0.755,0.293,-6.76,0.18,0.0684,1.82e-05,76
Devil In A New Dress,"Kanye West, Rick Ross",hip-hop,intense,0.76,80.082,0.206,0.435,0.0175,-4.935,0.158,0.0721,0.0,76
You Know How We Do It,Ice Cube,hip-hop,happy,0.52,92.869,0.601,0.747,0.0977,-10.523,0.142,0.0357,0.0537,76
In My Room,Chance Peña,ambient,sad,0.338,133.943,0.1,0.408,0.521,-13.626,0.0732,0.0431,0.000639,76
Harpy Hare,Yaelokre,folk,intense,0.533,130.02,0.349,0.645,0.644,-11.65,0.2,0.0351,7.08e-06,76
People,Libianca,latin,chill,0.422,124.357,0.693,0.573,0.551,-7.621,0.102,0.0678,1.31e-05,76
Don't Cry (Original),Guns N' Roses,rock,intense,0.589,124.634,0.254,0.455,0.00184,-8.64,0.104,0.0328,0.00358,75
Come Together - Remastered 2009,The Beatles,rock,sad,0.376,164.775,0.188,0.53,0.0304,-11.913,0.0926,0.04,0.247,75
Uprising,Muse,rock,intense,0.905,128.019,0.411,0.602,0.000202,-4.046,0.117,0.0775,0.064,75
Message In A Bottle,The Police,rock,happy,0.808,151.008,0.869,0.577,0.0338,-7.04,0.221,0.039,1.33e-05,75
Immigrant Song - Remaster,Led Zeppelin,rock,happy,0.932,112.937,0.619,0.564,0.013,-10.068,0.349,0.0554,0.169,75
(Don't Fear) The Reaper,Blue Öyster Cult,rock,intense,0.927,141.466,0.385,0.333,0.0029,-8.55,0.297,0.0733,0.000208,75
Wish You Were Here,Pink Floyd,rock,sad,0.262,122.861,0.375,0.481,0.735,-15.73,0.832,0.0414,0.0114,75
Free Fallin',Tom Petty,rock,chill,0.449,84.383,0.573,0.623,0.212,-13.333,0.0613,0.0253,0.0,75
Experience,"Ludovico Einaudi, Daniel Hope, I Virtuosi Italiani",classical,sad,0.449,92.468,0.036,0.447,0.934,-10.634,0.0697,0.0376,0.961,75
"Crazy Story, Pt. 3",King Von,hip-hop,intense,0.73,156.953,0.41,0.729,0.00165,-5.14,0.118,0.261,4.33e-05,75
N95,Kendrick Lamar,hip-hop,intense,0.67,139.956,0.408,0.79,0.377,-5.527,0.119,0.105,2.32e-06,75
Rich Nigga Shit (feat. Young Thug),"21 Savage, Metro Boomin, Young Thug",hip-hop,happy,0.733,97.974,0.62,0.825,0.349,-5.625,0.112,0.0969,0.0,75
Imagina esse Cenário,"Matuê, Veigh",hip-hop,intense,0.665,94.329,0.463,0.583,0.314,-3.885,0.112,0.18,0.0,75
Yes Indeed,"Lil Baby, Drake",hip-hop,chill,0.346,119.957,0.562,0.963,0.0355,-9.309,0.108,0.53,0.0,75
Kese (Dance),Wizkid,afrobeats,happy,0.874,118.079,0.927,0.774,0.142,-5.641,0.413,0.0488,0.34,75
EN MI MUNDO,"Jasiel Nuñez, Peso Pluma",latin,happy,0.594,125.01,0.672,0.694,0.396,-8.39,0.131,0.0366,0.0,75
Ese Vato No Te Queda,"Carin Leon, Gabito Ballesteros",latin,happy,0.74,117.955,0.618,0.748,0.0292,-3.643,0.087,0.0387,0.000109,75
Cholo 7,"Fuerza Regida, Luis R Conriquez",latin,happy,0.856,136.0,0.713,0.691,0.2,-5.035,0.0876,0.0536,5.09e-05,75
Could've Been (feat. Bryson Tiller),"H.E.R., Bryson Tiller",r&b,sad,0.352,102.679,0.408,0.45,0.649,-11.733,0.249,0.267,3.8e-06,75
Stay Ready (What A Life),"Jhené Aiko, Kendrick Lamar",r&b,sad,0.493,82.887,0.308,0.347,0.455,-11.548,0.127,0.29,0.00366,75
Been Away,Brent Faiyaz,r&b,intense,0.5,132.798,0.395,0.602,0.477,-9.377,0.295,0.298,5.69e-05,75
Let Me Love You,Mario,r&b,happy,0.588,94.519,0.617,0.686,0.178,-8.343,0.0954,0.0554,0.0,75
Upset (feat. Tommy Richman & FELIX!),"Brent Faiyaz, FELIX!, Tommy Richman",r&b,happy,0.5,135.03,0.886,0.856,0.487,-9.393,0.104,0.18,0.0,75
Trust,Brent Faiyaz,r&b,sad,0.394,92.009,0.465,0.764,0.231,-8.559,0.117,0.152,9.37e-05,75
Alors on danse - Radio Edit,Stromae,electronic,happy,0.593,119.958,0.72,0.79,0.0983,-9.204,0.065,0.0776,0.00202,75
We Found Love,"Rihanna, Calvin Harris",electronic,happy,0.766,127.975,0.6,0.735,0.025,-4.485,0.108,0.0383,0.00141,75
Waves - Robin Schulz Radio Edit,"Mr. Probz, Robin Schulz",electronic,intense,0.51,119.994,0.45,0.829,0.00821,-9.334,0.0829,0.0369,0.00143,75
Dancin (feat. Luvli) - Krono Remix,"Aaron Smith, Krono, Luvli",electronic,intense,0.741,119.896,0.357,0.72,0.101,-6.529,0.289,0.0287,1.41e-05,75
BRODYAGA FUNK,Eternxlkz,gaming,happy,0.738,130.0,0.591,0.593,0.269,-2.956,0.292,0.0351,0.968,75
